date,published,value
2003-10-01,2003-12-11,1182838.0
2003-11-01,2004-01-16,1187426.0
2003-12-01,2004-02-12,1190686.0
2004-01-01,2004-03-12,1193816.0
2004-02-01,2004-04-13,1195139.0
2004-03-01,2004-05-14,1205244.0
2004-04-01,2004-06-15,1212406.0
2004-05-01,2004-07-15,1219933.0
2004-06-01,2004-08-12,1234141.0
2004-07-01,2004-09-15,1246820.0
2004-08-01,2004-10-15,1256439.0
2004-09-01,2004-11-12,1258330.0
2004-10-01,2004-12-13,1260080.0
2004-11-01,2005-01-14,1274898.0
2004-12-01,2005-02-15,1278198.0
2005-01-01,2005-03-15,1290576.0
2005-02-01,2005-04-14,1288309.0
2005-03-01,2005-05-13,1294689.0
2005-04-01,2005-06-15,1299511.0
2005-05-01,2005-07-15,1299637.0
2005-06-01,2005-08-11,1300043.0
2005-07-01,2005-09-15,1270609.0
2005-08-01,2005-10-14,1276885.0
2005-09-01,2005-11-16,1282107.0
2005-10-01,2005-12-13,1286049.0
2005-11-01,2006-01-13,1293509.0
2005-12-01,2006-02-14,1303747.0
2006-01-01,2006-03-14,1310115.0
2006-02-01,2006-04-13,1313564.0
2006-03-01,2006-05-11,1324104.0
2006-04-01,2006-06-13,1310331.0
2006-05-01,2006-07-14,1324108.0
2006-06-01,2006-08-11,1339154.0
2006-07-01,2006-09-14,1347284.0
2006-08-01,2006-10-13,1357035.0
2006-09-01,2006-11-14,1362623.0
2006-10-01,2006-12-13,1365943.0
2006-11-01,2007-01-12,1368239.0
2006-12-01,2007-02-14,1366352.0
2007-01-01,2007-03-13,1370168.0
2007-02-01,2007-04-16,1368476.0
2007-03-01,2007-05-11,1366320.0
2007-04-01,2007-06-13,1399387.0
2007-05-01,2007-07-13,1406181.0
2007-06-01,2007-08-13,1412362.0
2007-07-01,2007-09-14,1419028.0
2007-08-01,2007-10-12,1420808.0
2007-09-01,2007-11-14,1429479.0
2007-10-01,2007-12-13,1431019.0
2007-11-01,2008-01-15,1436703.0
2007-12-01,2008-02-13,1444886.0
2008-01-01,2008-03-13,1457941.0
2008-02-01,2008-04-14,1468430.0
2008-03-01,2008-05-13,1465083.0
2008-04-01,2008-06-12,1474824.0
2008-05-01,2008-07-15,1479332.0
2008-06-01,2008-08-13,1489543.0
2008-07-01,2008-09-12,1507148.0
2008-08-01,2008-10-15,1511781.0
2008-09-01,2008-11-14,1507113.0
2008-10-01,2008-12-12,1496951.0
2008-11-01,2009-01-14,1485054.0
2008-12-01,2009-02-12,1460523.0
2009-01-01,2009-03-12,1440075.0
2009-02-01,2009-04-14,1421255.0
2009-03-01,2009-05-13,1404091.0
2009-04-01,2009-06-11,1384702.0
2009-05-01,2009-07-14,1368127.0
2009-06-01,2009-08-13,1349984.0
2009-07-01,2009-09-15,1332543.0
2009-08-01,2009-10-14,1311437.0
2009-09-01,2009-11-16,1303401.0
2009-10-01,2009-12-11,1305437.0
2009-11-01,2010-01-14,1313168.0
2009-12-01,2010-02-12,1310736.0
2010-01-01,2010-03-12,1310171.0
2010-02-01,2010-04-14,1326350.0
2010-03-01,2010-05-14,1345060.0
2010-04-01,2010-06-11,1354290.0
2010-05-01,2010-07-14,1355658.0
2010-06-01,2010-08-13,1359851.0
2010-07-01,2010-09-14,1375733.0
2010-08-01,2010-10-15,1386509.0
2010-09-01,2010-11-15,1402887.0
2010-10-01,2010-12-14,1417745.0
2010-11-01,2011-01-14,1421557.0
2010-12-01,2011-02-15,1435369.0
2011-01-01,2011-03-11,1453085.0
2011-02-01,2011-04-13,1457915.0
2011-03-01,2011-05-12,1476700.0
2011-04-01,2011-06-14,1497480.0
2011-05-01,2011-07-14,1514046.0
2011-06-01,2011-08-12,1518530.0
2011-07-01,2011-09-14,1526244.0
2011-08-01,2011-10-14,1535930.0
2011-09-01,2011-11-15,1532495.0
2011-10-01,2011-12-13,1546367.0
2011-11-01,2012-01-12,1550126.0
2011-12-01,2012-02-14,1555506.0
2012-01-01,2012-03-13,1568975.0
2012-02-01,2012-04-16,1577798.0
2012-03-01,2012-05-15,1580191.0
2012-04-01,2012-06-13,1575066.0
2012-05-01,2012-07-16,1578430.0
2012-06-01,2012-08-14,1580333.0
2012-07-01,2012-09-14,1592021.0
2012-08-01,2012-10-15,1601739.0
2012-09-01,2012-11-14,1612893.0
2012-10-01,2012-12-13,1619225.0
2012-11-01,2013-01-15,1621534.0
2012-12-01,2013-02-13,1623112.0
2013-01-01,2013-03-13,1642172.0
2013-02-01,2013-04-12,1642128.0
2013-03-01,2013-05-13,1640855.0
2013-04-01,2013-06-13,1657156.0
2013-05-01,2013-07-15,1656469.0
2013-06-01,2013-08-13,1655223.0
2013-07-01,2013-09-13,1661893.0
2013-08-01,2013-10-29,1668015.0
2013-09-01,2013-11-20,1679103.0
2013-10-01,2013-12-12,1691144.0
2013-11-01,2014-01-14,1699880.0
2013-12-01,2014-02-13,1707855.0
2014-01-01,2014-03-13,1715057.0
2014-02-01,2014-04-14,1715605.0
2014-03-01,2014-05-13,1717206.0
2014-04-01,2014-06-12,1728323.0
2014-05-01,2014-07-15,1737422.0
2014-06-01,2014-08-13,1743086.0
2014-07-01,2014-09-12,1750069.0
2014-08-01,2014-10-15,1752288.0
2014-09-01,2014-11-14,1756100.0
2014-10-01,2014-12-11,1760368.0
2014-11-01,2015-01-14,1763579.0
2014-12-01,2015-02-12,1764392.0
2015-01-01,2015-03-12,1761709.0
2015-02-01,2015-04-14,1790207.0
2015-03-01,2015-05-13,1786209.0
2015-04-01,2015-06-11,1793204.0
2015-05-01,2015-07-14,1797824.0
2015-06-01,2015-08-13,1812456.0
2015-07-01,2015-09-15,1812352.0
2015-08-01,2015-10-14,1810952.0
2015-09-01,2015-11-13,1817532.0
2015-10-01,2015-12-11,1814493.0
2015-11-01,2016-01-15,1809768.0
2015-12-01,2016-02-12,1813141.0
2016-01-01,2016-03-15,1812265.0
2016-02-01,2016-04-13,1812098.0
2016-03-01,2016-05-13,1818576.0
2016-04-01,2016-06-14,1807098.0
2016-05-01,2016-07-15,1809981.0
2016-06-01,2016-08-12,1813677.0
2016-07-01,2016-09-15,1813154.0
2016-08-01,2016-10-14,1816907.0
2016-09-01,2016-11-15,1818731.0
2016-10-01,2016-12-14,1812965.0
2016-11-01,2017-01-13,1827497.0
2016-12-01,2017-02-15,1835742.0
2017-01-01,2017-03-15,1841409.0
2017-02-01,2017-04-14,1839919.0
2017-03-01,2017-05-12,1840832.0
2017-04-01,2017-06-14,1854221.0
2017-05-01,2017-07-14,1859716.0
2017-06-01,2017-08-15,1869284.0
2017-07-01,2017-09-15,1873868.0
2017-08-01,2017-10-13,1888998.0
2017-09-01,2017-11-15,1888695.0
2017-10-01,2017-12-14,1885669.0
2017-11-01,2018-01-12,1895375.0
2017-12-01,2018-02-14,1902204.0
2018-01-01,2018-03-14,1917041.0
2018-02-01,2018-04-16,1928826.0
2018-03-01,2018-05-15,1929583.0
2018-04-01,2018-06-14,1929994.0
2018-05-01,2018-07-16,1936921.0
2018-06-01,2018-08-15,1937182.0
2018-07-01,2018-09-14,1949976.0
2018-08-01,2018-10-15,1960774.0
2018-09-01,2018-11-15,1967452.0
2018-10-01,2018-12-14,1982161.0
2018-11-01,2019-02-14,1980503.0
2018-12-01,2019-03-11,1994495.0
2019-01-01,2019-04-01,2013900.0
2019-02-01,2019-04-18,2017397.0
2019-03-01,2019-05-15,2018092.0
2019-04-01,2019-06-14,2029778.0
2019-05-01,2019-07-16,2036395.0
2019-06-01,2019-08-15,2035698.0
2019-07-01,2019-09-13,2042645.0
2019-08-01,2019-10-16,2042132.0
2019-09-01,2019-11-15,2041533.0
2019-10-01,2019-12-13,2042842.0
2019-11-01,2020-01-16,2037431.0
2019-12-01,2020-02-14,2040009.0
2020-01-01,2020-03-17,2035251.0
2020-02-01,2020-04-15,2012743.0
2020-03-01,2020-05-15,2012504.0
2020-04-01,2020-06-16,1981240.0
2020-05-01,2020-07-16,1933737.0
2020-06-01,2020-08-14,1912063.0
2020-07-01,2020-09-16,1914275.0
2020-08-01,2020-10-16,1919154.0
2020-09-01,2020-11-17,1932815.0
2020-10-01,2020-12-16,1948724.0
2020-11-01,2021-01-15,1959898.0
2020-12-01,2021-02-17,1971685.0
2021-01-01,2021-03-16,1982356.0
2021-02-01,2021-04-15,2010814.0
2021-03-01,2021-05-14,2014334.0
2021-04-01,2021-06-15,2023999.0
2021-05-01,2021-07-16,2039283.0
2021-06-01,2021-08-17,2057418.0
2021-07-01,2021-09-16,2069452.0
2021-08-01,2021-10-15,2083911.0
2021-09-01,2021-11-16,2101790.0
2021-10-01,2021-12-15,2127458.0
2021-11-01,2022-01-14,2158162.0
2021-12-01,2022-02-16,2206652.0
2022-01-01,2022-03-16,2237909.0
2022-02-01,2022-04-14,2270332.0
2022-03-01,2022-05-17,2324248.0
2022-04-01,2022-06-15,2345070.0
2022-05-01,2022-07-15,2381882.0
2022-06-01,2022-08-17,2419512.0
2022-07-01,2022-09-15,2434317.0
2022-08-01,2022-10-14,2453171.0
2022-09-01,2022-11-16,2464403.0
2022-10-01,2022-12-15,2468304.0
2022-11-01,2023-01-18,2476536.0
2022-12-01,2023-02-15,2483521.0
2023-01-01,2023-03-15,2479646.0
2023-02-01,2023-04-14,2471584.0
2023-03-01,2023-05-16,2490045.0
2023-04-01,2023-06-15,2543807.0
2023-05-01,2023-07-18,2545835.0
2023-06-01,2023-08-15,2541097.0
2023-07-01,2023-09-14,2538072.0
2023-08-01,2023-10-17,2548672.0
2023-09-01,2023-11-15,2559208.0
2023-10-01,2023-12-14,2550016.0
2023-11-01,2024-01-17,2548858.0
2023-12-01,2024-02-15,2556035.0
2024-01-01,2024-03-14,2555003.0
2024-02-01,2024-04-15,2567540.0
2024-03-01,2024-05-15,2538978.0
2024-04-01,2024-06-18,2545185.0
2024-05-01,2024-07-16,2558452.0
2024-06-01,2024-08-15,2567535.0
2024-07-01,2024-09-17,2574923.0
2024-08-01,2024-10-17,2581811.0
2024-09-01,2024-11-15,2587145.0
2024-10-01,2024-12-17,2586987.0
2024-11-01,2025-01-16,2588177.0
2024-12-01,2025-02-14,2584314.0
2025-01-01,2025-03-17,2591890.0
2025-02-01,2025-04-16,2589957.0
2025-03-01,2025-05-15,2578112.0
2025-04-01,2025-06-17,2656533.0
2025-05-01,2025-07-17,2656708.0
2025-06-01,2025-08-15,2660314.0
2025-07-01,2025-09-16,2666690.0
2025-08-01,2025-11-25,2663703.0
2025-09-01,2025-12-16,2670045.0
2025-10-01,2026-01-14,2677751.0
2025-11-01,2026-02-10,2678271.0
2025-12-01,2026-03-06,2680732.0
2026-01-01,2026-04-01,2675001.0
2026-02-01,2026-04-21,2686792.0
2026-03-01,2026-05-14,2709734.0
2026-04-01,2026-06-17,2726588.0
2026-05-01,2026-07-16,2736158.0
2026-06-01,2026-08-14,2740239.0
2026-07-01,2026-09-16,2764708.0
